都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,設置主体,定員,分類,開所時間,閉所時間,保育標準開始時間,保育標準終了時間,保育短時間開始時間,保育短時間終了時間,一時預かり事業の種類,基本的な利用できる曜日,基本的な利用できる時間（開始時間）,基本的な利用できる時間（終了時間）,基本的な利用できる歳児,予約を開始する概ねの時期,利用料、免除基準,備考（一時預かり）,募集人数・申込人数の該当月,募集人数（0歳）,募集人数（1歳）,募集人数（2歳）,募集人数（3歳）,募集人数（4歳）,募集人数（5歳）,申込人数（0歳）,申込人数（1歳）,申込人数（2歳）,申込人数（3歳）,申込人数（4歳）,申込人数（5歳）,申込数集計日,備考
221309,21155,静岡県,浜松市,遊歩の丘みなみプレスクール,ユウホノオカミナミプレスクール,4328058,中央区,浜松市中央区新橋町917,,34.682450,137.706248,(053)447-0108,（学）一葉学園,120,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,19,10,5,2,0,0,2025-12-19,
221309,21156,静岡県,浜松市,聖隷クリストファー大学附属クリストファーこども園,セイレイクリストファーダイガクフゾククリストファーコドモエン,4338105,中央区,浜松市中央区三方原町2762,,34.787045,137.694658,(053)430-1700,（学）聖隷学園,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:20,18:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,16,5,5,1,3,0,2025-12-19,
221309,21157,静岡県,浜松市,聖隷こども園わかば,セイレイコドモエンワカバ,4338108,中央区,浜松市中央区根洗町645-1,,34.793969,137.695202,(053)437-0822,（福）聖隷福祉事業団,190,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,1,0,0,0,0,0,0,1,0,0,1,0,2025-12-19,
221309,21158,静岡県,浜松市,なごみこども園,ナゴミコドモエン,4338105,中央区,浜松市中央区三方原町1367-1,,34.783039,137.711229,(053)420-7530,（福）和光会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（11か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,4,3,0,0,0,2025-12-19,
221309,21159,静岡県,浜松市,こども園みらい,コドモエンミライ,4338101,中央区,浜松市中央区三幸町159-1,,34.796690,137.714726,(053)439-3060,（福）公友会,130,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね3週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,3,1,1,0,0,0,2025-12-19,
221309,21163,静岡県,浜松市,三方ときめきこども園,ミカタトキメキコドモエン,4338104,中央区,浜松市中央区東三方町185-2,,34.777622,137.733950,(053)436-7102,（福）初生会,160,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児",おおむね3週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,4,1,0,0,0,2025-12-19,
221309,21201,静岡県,浜松市,聖隷こども園桜ヶ丘,セイレイコドモエンサクラガオカ,4312102,浜名区,浜松市浜名区都田町8749-3,,34.811199,137.737081,(053)428-2494,（福）聖隷福祉事業団,170,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（3か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,2,0,0,0,0,2025-12-19,
221309,21202,静岡県,浜松市,みどりのもり都田,ミドリノモリミヤコダ,4312102,浜名区,浜松市浜名区都田町6497-1,,34.824332,137.715112,(053)428-3208,（福）都田会,190,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:30,16:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,1,0,0,0,1,2,1,0,0,0,2025-12-19,
221309,21203,静岡県,浜松市,認定こども園きじの里,ニンテイコドモエンキジノサト,4340046,浜名区,浜松市浜名区染地台五丁目4-3,,34.791496,137.750142,(053)585-3375,（福）峰栄会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,9,2,0,0,0,0,2025-12-19,
221309,21204,静岡県,浜松市,子育てセンターこまつ,コソダテセンターコマツ,4340042,浜名区,浜松市浜名区小松3221,,34.782697,137.770872,(053)584-0170,（福）天竜厚生会,120,幼保連携型認定こども園,7:00,20:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,12,4,7,2,0,1,2025-12-19,
221309,21205,静岡県,浜松市,子育てセンターきぶね,コソダテセンターキブネ,4340038,浜名区,浜松市浜名区貴布祢2668,,34.800212,137.782942,(053)584-0172,（福）天竜厚生会,150,幼保連携型認定こども園,7:00,19:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,10,7,5,0,0,0,2025-12-19,
221309,21206,静岡県,浜松市,子育てセンターしばもと,コソダテセンターシバモト,4340015,浜名区,浜松市浜名区於呂3087-2,,34.823381,137.799693,(053)580-0050,（福）天竜厚生会,120,幼保連携型認定こども園,7:00,19:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,10,9,6,1,3,0,2025-12-19,
221309,21207,静岡県,浜松市,子育てセンターしんぱら,コソダテセンターシンパラ,4340003,浜名区,浜松市浜名区新原2669,,34.815280,137.773797,(053)580-1011,（福）天竜厚生会,150,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,13,3,3,1,1,1,2025-12-19,
221309,21208,静岡県,浜松市,子育てセンターなかぜ,コソダテセンターナカゼ,4340012,浜名区,浜松市浜名区中瀬673,,34.809635,137.806744,(053)584-0174,（福）天竜厚生会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,12,6,5,1,1,0,2025-12-19,
221309,21209,静岡県,浜松市,遊歩の丘はまなこども園,ユウホノオカハマナコドモエン,4340042,浜名区,浜松市浜名区小松1285-1,,34.792610,137.771558,(053)585-4141,（福）一葉会福祉事業団,210,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,17,14,4,2,0,1,2025-12-19,
221309,21210,静岡県,浜松市,子育てセンターかきのみ,コソダテセンターカキノミ,4340012,浜名区,浜松市浜名区中瀬2308,,34.829987,137.809337,(053)545-3870,（福）天竜厚生会,140,幼保連携型認定こども園,7:00,19:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,22,14,9,2,2,0,2025-12-19,
221309,21211,静岡県,浜松市,あゆみの森こども園,アユミノモリコドモエン,4340035,浜名区,浜松市浜名区寺島2889-1,,34.786614,137.794274,(053)585-2345,（福）育徳会,210,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",7:00,18:00,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,33,15,9,4,3,0,2025-12-19,
221309,21212,静岡県,浜松市,子育てセンターみゅうのおか,コソダテセンターミュウノオカ,4340016,浜名区,浜松市浜名区根堅2596-1,,34.853094,137.801201,(053)545-6380,（福）天竜厚生会,80,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,10,4,3,0,0,0,2025-12-19,
221309,21213,静岡県,浜松市,こども園ことり,コドモエンコトリ,4340044,浜名区,浜松市浜名区内野5221-5,,34.796748,137.742011,(053)585-0260,（学）空華学園,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,1,1,1,1,0,0,0,0,2025-12-19,
221309,21214,静岡県,浜松市,ひらくちかえでこども園,ヒラクチカエデコドモエン,4340041,浜名区,浜松市浜名区平口160,,34.800530,137.763020,(053)585-1701,（福）明生会,90,幼保連携型認定こども園,7:00,18:30,7:00,18:00,8:00,16:00,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日,土曜日",7:00,18:30,"0歳児（産休明から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,19,8,4,3,0,0,2025-12-19,
221309,21215,静岡県,浜松市,風の子こども園,カゼノココドモエン,4340041,浜名区,浜松市浜名区平口1973,,34.794720,137.768570,(053)544-4150,（学）十全青翔学園,120,幼保連携型認定こども園,7:15,19:15,7:15,18:15,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:00,17:00,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね3週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,13,9,5,3,1,0,2025-12-19,
221309,21216,静岡県,浜松市,森のいえはまきた,モリノイエハマキタ,4340015,浜名区,浜松市浜名区於呂2739,,34.838248,137.796352,(053)580-3131,（福）雄気の里会,120,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（12か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",随時,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,13,5,5,0,1,0,2025-12-19,
221309,21301,静岡県,浜松市,子育てセンターすぎのこ,コソダテセンタースギノコ,4313305,天竜区,浜松市天竜区大谷111-1,,34.872389,137.816798,(053)922-0170,（福）天竜厚生会,60,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね2週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,6,1,2,0,0,0,2025-12-19,
221309,21302,静岡県,浜松市,子育てセンターやまびこ,コソダテセンターヤマビコ,4313303,天竜区,浜松市天竜区山東3577,,34.870505,137.825595,(053)922-0180,（福）天竜厚生会,90,幼保連携型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",7:00,18:00,"0歳児（2か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,7,2,3,1,0,0,2025-12-19,
221309,22101,静岡県,浜松市,あそびこども園浜松,アソビコドモエンハママツ,4350006,中央区,浜松市中央区下石田町320,,34.742574,137.784210,(053)422-2525,（株）あそび学園,200,保育所型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（12か月から）,1歳児,2歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,2,0,0,0,0,9,2,3,2,0,0,2025-12-19,
221309,22102,静岡県,浜松市,浜っ子こども園,ハマッココドモエン,4350008,中央区,浜松市中央区松小池町340,,34.734031,137.791460,(053)421-6800,（株）あそび学園,130,保育所型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（12か月から）,1歳児,2歳児",おおむね3週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,5,2,3,1,1,0,2025-12-19,
221309,22103,静岡県,浜松市,あそび西ケ崎こども園,アソビニシガサキコドモエン,4313115,中央区,浜松市中央区西ケ崎町1430-1,,34.775338,137.761923,(053)589-5757,（株）あそび学園,120,保育所型認定こども園,7:00,19:00,7:00,18:00,8:30,16:30,一時預かり事業（一般型）,"月曜日,火曜日,水曜日,木曜日,金曜日",9:00,16:00,"0歳児（6か月から）,1歳児,2歳児",おおむね1か月前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,14,9,4,2,2,0,2025-12-19,
221309,22201,静岡県,浜松市,うちのの丘。こども園,ウチノノオカコドモエン,4340045,浜名区,浜松市浜名区内野台二丁目13-6,,34.784740,137.750062,(053)544-7080,（株）ビューティースマイル,80,保育所型認定こども園,7:00,18:30,7:00,18:00,8:30,16:30,一時預かり事業（余裕活用型）,"月曜日,火曜日,水曜日,木曜日,金曜日",8:45,16:30,"0歳児（6か月から）,1歳児,2歳児,3歳児,4歳児,5歳児",おおむね1週間前,"市の基準により実施　※【0〜2歳児】4時間未満:1,200円、4時間以上:2,000円【3〜5歳児】4時間未満:500円、4時間以上:800円、副食費:200円",利用を希望する日の保育室の面積基準、保育士の配置基準、行事日や、利用する児童の発育状況等により、受け入れできない場合がありますので、ここに掲載している基本情報については、目安としてご覧ください。,令和8年2月,0,0,0,0,0,0,8,3,0,1,0,1,2025-12-19,
