都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,URL,設置主体,定員,対象年齢[受入],対象年齢[最終],休園日,開所時間,閉所時間,教育標準開始時間,教育標準終了時間,延長保育の有無,延長保育[朝の開始時間],延長保育[夕方の終了時間],延長保育[利用料],延長保育[特記事項],一時預かり保育の有無,一時預かり保育の型,一時預かり保育[特記事項],備考
221309,16101,静岡県,浜松市,浜松市立南の星幼稚園,ハママツシリツミナミノホシヨウチエン,4300837,中央区,浜松市中央区西島町1148-1,,34.662615,137.768259,（053）425-2836,https://www.city.hamamatsu-szo.ed.jp/minaminohoshi-k/,浜松市,60,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16102,静岡県,浜松市,浜松市立和田幼稚園,ハママツシリツワダヨウチエン,4350017,中央区,浜松市中央区薬師町291,,34.725429,137.783205,（053）421-2942,https://www.city.hamamatsu-szo.ed.jp/wada-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16103,静岡県,浜松市,浜松市立与進幼稚園,ハママツシリツヨシンヨウチエン,4350051,中央区,浜松市中央区市野町2404-1,,34.741753,137.770641,（053）421-1442,https://www.city.hamamatsu-szo.ed.jp/yoshin-k/,浜松市,120,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:20,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16104,静岡県,浜松市,浜松市立豊西幼稚園,ハママツシリツトヨニシヨウチエン,4313102,中央区,浜松市中央区豊西町1551,,34.766139,137.804165,（053）434-1259,https://www.city.hamamatsu-szo.ed.jp/toyonishi-k/,浜松市,90,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16105,静岡県,浜松市,浜松市立笠井幼稚園,ハママツシリツカサイヨウチエン,4313107,中央区,浜松市中央区笠井町478-1,,34.770869,137.795206,（053）434-1205,https://www.city.hamamatsu-szo.ed.jp/kasai-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16106,静岡県,浜松市,浜松市立中ノ町幼稚園,ハママツシリツナカノマチヨウチエン,4350004,中央区,浜松市中央区中野町427-1,,34.729300,137.793527,（053）421-3873,https://www.city.hamamatsu-szo.ed.jp/nakanomachi-k/,浜松市,70,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16107,静岡県,浜松市,浜松市立芳川幼稚園,ハママツシリツホウガワヨウチエン,4300813,中央区,浜松市中央区芳川町190,,34.693027,137.765301,（053）461-5642,https://www.city.hamamatsu-szo.ed.jp/hogawa-k/,浜松市,70,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16108,静岡県,浜松市,浜松市立花川幼稚園,ハママツシリツハナカワヨウチエン,4338109,中央区,浜松市中央区花川町1908-1,,34.774195,137.687348,（053）436-1209,https://www.city.hamamatsu-szo.ed.jp/hanakawa-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16109,静岡県,浜松市,浜松市立豊岡幼稚園,ハママツシリツトヨオカヨウチエン,4338103,中央区,浜松市中央区豊岡町22,,34.786960,137.719417,（053）436-2155,https://www.city.hamamatsu-szo.ed.jp/toyooka-k/,浜松市,130,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16110,静岡県,浜松市,浜松市立三方原幼稚園,ハママツシリツミカタハラヨウチエン,4338105,中央区,浜松市中央区三方原町284-7,,34.774587,137.710829,（053）436-2516,https://www.city.hamamatsu-szo.ed.jp/mikatahara-k/,浜松市,70,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16111,静岡県,浜松市,浜松市立初生幼稚園,ハママツシリツハツオイヨウチエン,4338112,中央区,浜松市中央区初生町991,,34.768847,137.725965,（053）436-2106,https://www.city.hamamatsu-szo.ed.jp/hatsuoi-k/,浜松市,70,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16112,静岡県,浜松市,浜松市立白脇幼稚園,ハママツシリツシラワキヨウチエン,4300841,中央区,浜松市中央区寺脇町230,,34.681906,137.742686,（053）441-0531,https://www.city.hamamatsu-szo.ed.jp/shirawaki-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16113,静岡県,浜松市,浜松市立飯田幼稚園,ハママツシリツイイダヨウチエン,4350028,中央区,浜松市中央区飯田町1014,,34.703687,137.773298,（053）461-9555,https://www.city.hamamatsu-szo.ed.jp/iida-k/,浜松市,70,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16114,静岡県,浜松市,浜松市立神久呂幼稚園,ハママツシリツカクロヨウチエン,4328005,中央区,浜松市中央区神ケ谷町7888,,34.726972,137.670701,（053）485-8548,https://www.city.hamamatsu-szo.ed.jp/kakuro-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16115,静岡県,浜松市,浜松市立万斛幼稚園,ハママツシリツマンゴクヨウチエン,4313111,中央区,浜松市中央区中郡町895,,34.768381,137.773599,（053）434-0049,https://www.city.hamamatsu-szo.ed.jp/mangoku-k/,浜松市,90,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16116,静岡県,浜松市,浜松市立有玉幼稚園,ハママツシリツアリタマヨウチエン,4313122,中央区,浜松市中央区有玉南町585,,34.755815,137.750972,（053）434-0263,https://www.city.hamamatsu-szo.ed.jp/aritama-k/,浜松市,100,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16117,静岡県,浜松市,浜松市立橋爪幼稚園,ハママツシリツハシヅメヨウチエン,4313115,中央区,浜松市中央区西ケ崎町1067,,34.773653,137.767599,（053）434-0329,https://www.city.hamamatsu-szo.ed.jp/hashizume-k/,浜松市,140,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16118,静岡県,浜松市,浜松市立伊佐見幼稚園,ハママツシリツイサミヨウチエン,4311111,中央区,浜松市中央区伊左地町5,,34.744218,137.655692,（053）486-0076,https://www.city.hamamatsu-szo.ed.jp/isami-k/,浜松市,50,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16120,静岡県,浜松市,浜松市立和地幼稚園（休園中）,ハママツシリツワジヨウチエン,4311115,中央区,浜松市中央区和地町1833-2,,34.763532,137.653213,（053）457-2114,https://www.city.hamamatsu-szo.ed.jp/waji-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,休園中のため、令和6年度の情報となります。電話番号は、幼保運営課の番号になります。
221309,16121,静岡県,浜松市,浜松市立北庄内幼稚園,ハママツシリツキタショウナイヨウチエン,4311209,中央区,浜松市中央区舘山寺町110-6,,34.761254,137.627397,（053）487-0553,https://www.city.hamamatsu-szo.ed.jp/kitashonai-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16122,静岡県,浜松市,浜松市立村櫛幼稚園,ハママツシリツムラクシヨウチエン,4311207,中央区,浜松市中央区村櫛町3195,,34.726134,137.591448,（053）489-2250,https://www.city.hamamatsu-szo.ed.jp/murakushi-k/,浜松市,60,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,無,,,,,,,,
221309,16123,静岡県,浜松市,浜松市立可美幼稚園,ハママツシリツカミヨウチエン,4328062,中央区,浜松市中央区増楽町1199,,34.689090,137.694010,（053）447-0321,https://www.city.hamamatsu-szo.ed.jp/kami-k/,浜松市,170,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:30,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16124,静岡県,浜松市,浜松市立舞阪幼稚園（休園中）,ハママツシリツマイサカヨウチエン,4310211,中央区,浜松市中央区舞阪町舞阪2668-33,,34.679972,137.610317,（053）457-2114,,浜松市,0,,,土・日・祝日・夏・冬・春休み,8:30,17:30,8:30,14:00,有,,0.729166667,降園から16:30まで150円、16:30から17:30まで100円,,,,,休園中のため、令和4年度の情報となります。電話番号は、幼保運営課の番号になります。
221309,16125,静岡県,浜松市,浜松市立雄踏幼稚園,ハママツシリツユウトウヨウチエン,4310102,中央区,浜松市中央区雄踏町宇布見7406,,34.706721,137.630981,（053）592-3000,https://www.city.hamamatsu-szo.ed.jp/yuto-k/,浜松市,260,,,土・日・祝日・夏・冬・春休み,8:10,17:30,8:40,14:00,有,,0.729166667,降園から16:30まで150円、16:30から17:30まで100円,,,,,
221309,16226,静岡県,浜松市,浜松市立小松幼稚園,ハママツシリツコマツヨウチエン,4340042,浜名区,浜松市浜名区小松2400,,34.788676,137.771697,（053）586-2002,https://www.city.hamamatsu-szo.ed.jp/komatsu-k/,浜松市,110,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16228,静岡県,浜松市,浜松市立北浜南幼稚園,ハママツシリツキタハマミナミヨウチエン,4340035,浜名区,浜松市浜名区寺島2436-3,,34.780363,137.793363,（053）586-2993,https://www.city.hamamatsu-szo.ed.jp/kitahamaminami-k/,浜松市,120,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16229,静岡県,浜松市,浜松市立北浜中央幼稚園,ハママツシリツキタハマチュウオウヨウチエン,4340033,浜名区,浜松市浜名区西美薗1624-1,,34.801134,137.799183,（053）586-2992,https://www.city.hamamatsu-szo.ed.jp/kitahamachuo-k/,浜松市,120,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16230,静岡県,浜松市,浜松市立北浜北幼稚園,ハママツシリツキタハマキタヨウチエン,4340031,浜名区,浜松市浜名区小林1522-2,,34.810322,137.791619,（053）586-2092,https://www.city.hamamatsu-szo.ed.jp/kitahamakita-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16231,静岡県,浜松市,浜松市立北浜東幼稚園,ハママツシリツキタハマヒガシヨウチエン,4340025,浜名区,浜松市浜名区善地1546,,34.791664,137.810140,（053）586-2001,https://www.city.hamamatsu-szo.ed.jp/kitahamahigashi-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16232,静岡県,浜松市,浜松市立中瀬幼稚園,ハママツシリツナカゼヨウチエン,4340012,浜名区,浜松市浜名区中瀬3531,,34.825020,137.812245,（053）588-7375,https://www.city.hamamatsu-szo.ed.jp/nakaze-k/,浜松市,180,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16233,静岡県,浜松市,浜松市立上島幼稚園,ハママツシリツカミジマヨウチエン,4340011,浜名区,浜松市浜名区上島217,,34.847064,137.817058,（053）583-2709,https://www.city.hamamatsu-szo.ed.jp/kamijima-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16234,静岡県,浜松市,浜松市立赤佐幼稚園,ハママツシリツアカサヨウチエン,4340015,浜名区,浜松市浜名区於呂3524-68,,34.840254,137.800843,（053）588-7591,https://www.city.hamamatsu-szo.ed.jp/akasa-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16235,静岡県,浜松市,浜松市立赤佐西幼稚園,ハママツシリツアカサニシヨウチエン,4340015,浜名区,浜松市浜名区於呂2235,,34.831710,137.792133,（053）588-1013,https://www.city.hamamatsu-szo.ed.jp/akasanishi-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16236,静岡県,浜松市,浜松市立宮口幼稚園,ハママツシリツミヤグチヨウチエン,4340004,浜名区,浜松市浜名区宮口1526-1,,34.824508,137.771102,（053）589-8552,https://www.city.hamamatsu-szo.ed.jp/miyaguchi-k/,浜松市,100,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:30,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16237,静岡県,浜松市,浜松市立新原幼稚園,ハママツシリツシンパラヨウチエン,4340003,浜名区,浜松市浜名区新原2315,,34.817048,137.781644,（053）589-8413,https://www.city.hamamatsu-szo.ed.jp/shinpara-k/,浜松市,90,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16338,静岡県,浜松市,浜松市立二俣幼稚園,ハママツシリツフタマタヨウチエン,4313314,天竜区,浜松市天竜区二俣町二俣158-2,,34.865864,137.821221,（053）925-2077,https://www.city.hamamatsu-szo.ed.jp/futamata-k/,浜松市,90,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:45,14:00,無,,,,,,,,
221309,16339,静岡県,浜松市,浜松市立光明幼稚園,ハママツシリツコウミョウヨウチエン,4313303,天竜区,浜松市天竜区山東2314,,34.879705,137.829383,（053）925-2514,https://www.city.hamamatsu-szo.ed.jp/koumyou-k/,浜松市,120,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16342,静岡県,浜松市,浜松市立熊幼稚園,ハママツシリツクマヨウチエン,4313641,天竜区,浜松市天竜区熊2153,,34.959508,137.732949,（053）929-0133,https://www.city.hamamatsu-szo.ed.jp/kuma-k/,浜松市,10,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16343,静岡県,浜松市,浜松市立上阿多古幼稚園,ハママツシリツカミアタゴヨウチエン,4313532,天竜区,浜松市天竜区西藤平1266-1,,34.911953,137.763880,（053）928-0030,https://www.city.hamamatsu-szo.ed.jp/kamiatago-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,無,,,,,,,,
221309,16344,静岡県,浜松市,浜松市立下阿多古幼稚園,ハママツシリツシモアタゴヨウチエン,4313426,天竜区,浜松市天竜区両島762,,34.882203,137.791480,（053）925-6755,https://www.city.hamamatsu-szo.ed.jp/shimoatago-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:40,14:00,無,,,,,,,,
221309,16345,静岡県,浜松市,浜松市立犬居幼稚園,ハママツシリツイヌイヨウチエン,4370625,天竜区,浜松市天竜区春野町堀之内989-1,,34.958860,137.898197,（053）985-0821,https://www.city.hamamatsu-szo.ed.jp/inui-k/,浜松市,20,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:50,14:00,無,,,,,,,,
221309,16346,静岡県,浜松市,浜松市立気田幼稚園,ハママツシリツケタヨウチエン,4370605,天竜区,浜松市天竜区春野町気田624,,35.004315,137.906709,（053）989-0201,https://www.city.hamamatsu-szo.ed.jp/keta-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:45,14:00,無,,,,,,,,
221309,16348,静岡県,浜松市,浜松市立佐久間幼稚園,ハママツシリツサクマヨウチエン,4313905,天竜区,浜松市天竜区佐久間町半場47,,35.087518,137.802187,（053）965-0260,https://www.city.hamamatsu-szo.ed.jp/sakuma-k/,浜松市,20,,,土・日・祝日・夏・冬・春休み,8:30,17:30,8:45,14:00,有,,0.729166667,降園から16:30まで150円　以後1時間ごとに100円,,,,,
221309,16250,静岡県,浜松市,浜松市立西気賀幼稚園,ハママツシリツニシキガヨウチエン,4311305,浜名区,浜松市浜名区細江町気賀10052-4,,34.803195,137.623369,（053）523-1149,https://www.city.hamamatsu-szo.ed.jp/nishikiga-k/,浜松市,20,,,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,無,,,,,,,,
221309,16251,静岡県,浜松市,浜松市立伊目幼稚園,ハママツシリツイメヨウチエン,4311305,浜名区,浜松市浜名区細江町気賀3207-1,,34.787337,137.642771,（053）523-1197,https://www.city.hamamatsu-szo.ed.jp/ime-k/,浜松市,50,,,土・日・祝日・夏・冬・春休み,8:20,14:00,8:20,14:00,無,,,,,,,,
221309,16252,静岡県,浜松市,浜松市立中川幼稚園,ハママツシリツナカガワヨウチエン,4311304,浜名区,浜松市浜名区細江町中川2418-2,,34.809130,137.678457,（053）523-1364,https://www.city.hamamatsu-szo.ed.jp/nakagawa-k/,浜松市,80,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16253,静岡県,浜松市,浜松市立中央幼稚園,ハママツシリツチュウオウヨウチエン,4311305,浜名区,浜松市浜名区細江町気賀304,,34.805873,137.651106,（053）523-0135,https://www.city.hamamatsu-szo.ed.jp/chuo-k/,浜松市,60,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
221309,16254,静岡県,浜松市,浜松市立高台幼稚園（休園中）,ハママツシリツタカダイヨウチエン,4311304,浜名区,浜松市浜名区細江町中川7172-701,,34.794164,137.685429,（053）457-2114,https://www.city.hamamatsu-szo.ed.jp/takadai-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,休園中のため、令和6年度の情報となります。電話番号は、幼保運営課の番号になります。
221309,16255,静岡県,浜松市,浜松市立引佐幼稚園,ハママツシリツイナサヨウチエン,4312216,浜名区,浜松市浜名区神宮寺町8-48,,34.831332,137.671005,（053）542-1933,https://www.city.hamamatsu-szo.ed.jp/inasa-k/,浜松市,120,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16256,静岡県,浜松市,浜松市立金指幼稚園,ハママツシリツカナサシヨウチエン,4312213,浜名区,浜松市浜名区引佐町金指862-3,,34.822953,137.683036,（053）542-2115,https://www.city.hamamatsu-szo.ed.jp/kanasashi-k/,浜松市,20,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16257,静岡県,浜松市,浜松市立奥山幼稚園,ハママツシリツオクヤマヨウチエン,4312224,浜名区,浜松市浜名区引佐町奥山1110-1,,34.845846,137.629730,（053）543-0158,https://www.city.hamamatsu-szo.ed.jp/okuyama-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16258,静岡県,浜松市,浜松市立伊平幼稚園,ハママツシリツイダイラヨウチエン,4312205,浜名区,浜松市浜名区引佐町伊平778-1,,34.864972,137.661065,（053）544-0718,https://www.city.hamamatsu-szo.ed.jp/idaira-k/,浜松市,20,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16259,静岡県,浜松市,浜松市立引佐北部みさと幼稚園,ハママツシリツイナサホクブミサトヨウチエン,4312536,浜名区,浜松市浜名区引佐町田沢432-1,,34.897821,137.656363,（053）544-0739,https://www.city.hamamatsu-szo.ed.jp/misato-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:00,有,0.3125,0.770833333,開園前100円、降園から16:30まで150円、以後1時間ごと100円,,,,,
221309,16260,静岡県,浜松市,浜松市立尾奈幼稚園,ハママツシリツオナヨウチエン,4311424,浜名区,浜松市浜名区三ヶ日町下尾奈1461-1,,34.784836,137.538071,（053）524-0011,https://www.city.hamamatsu-szo.ed.jp/ona-k/,浜松市,50,,,土・日・祝日・夏・冬・春休み,8:35,16:30,8:50,14:00,有,,0.6875,降園から16:30まで150円,,,,,
221309,16261,静岡県,浜松市,浜松市立大崎幼稚園,ハママツシリツオオサキヨウチエン,4311403,浜名区,浜松市浜名区三ヶ日町大崎1665-20,,34.772356,137.563452,（053）526-0517,https://www.city.hamamatsu-szo.ed.jp/osaki-k/,浜松市,40,,,土・日・祝日・夏・冬・春休み,8:40,16:30,9:00,14:00,有,,0.6875,降園から16:30まで150円,,,,,
221309,16262,静岡県,浜松市,浜松市立平山幼稚園,ハママツシリツヒラヤマヨウチエン,4311417,浜名区,浜松市浜名区三ヶ日町平山223-1,,34.825425,137.536848,（053）524-0608,https://www.city.hamamatsu-szo.ed.jp/hirayama-k/,浜松市,30,,,土・日・祝日・夏・冬・春休み,8:40,16:30,9:00,14:00,有,,0.6875,降園から16:30まで150円,,,,,
221309,16263,静岡県,浜松市,浜松市立内野幼稚園,ハママツシリツウチノヨウチエン,4340044,浜名区,浜松市浜名区内野1648-1,,34.783310,137.756409,（053）586-4777,https://www.city.hamamatsu-szo.ed.jp/uchino-k/,浜松市,150,,,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,無,,,,,,,,
